Academic Year	UoS Code	Uos Name	Session	Delivery Mode	Campus
2019	BMET1961	Biomedical Engineering 1B	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 11:00-13:00 [wks 1 to 8, 10 to 13] @ Peter Nicol Russell | 
2019	BMET2901	Anatomy and Physiology for Engineers	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 14:00-16:00 [wks 1 to 11] @ Eastern Avenue Complex | 
2019	BMET2960	Biomedical Engineering 2	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 09:00-10:00 [wks 1 to 13] @ Eastern Avenue Complex |  Thu 12:00-13:00 [wks 1 to 13] @ Abercrombie Business School | 
2019	BMET3660	Biomanufacturing	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 17:00-18:00 [wks 1 to 13] @ Abercrombie Business School |  Fri 12:00-13:00 [wks 1] @ Peter Nicol Russell |  Fri 12:00-13:00 [wks 2 to 7, 9 to 13] @ Peter Nicol Russell | 
2019	BMET3921	Biomedical Design and Technology	Semester 2 (S2C)	ND - Normal Daytime	WC - Westmead, Sydney	 Wed 15:00-17:00 [wks 1 to 3, 5 to 13] @ Westmead Hospital |  Wed 15:00-17:00 [wks 4] @ Westmead Hospital | 
2019	BMET4961	Biomechanics and Biomaterials	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Fri 10:00-12:00 [wks 1 to 13] @ Carslaw | 
2019	BMET4971	Tissue Engineering	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 10:00-12:00 [wks 1 to 13] @ Peter Nicol Russell | 
2019	BMET4981	Applied Biomedical Engineering	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 14:00-17:00 [wks 1 to 13] @ Sydney Nanoscience Hub | 
2019	BMET4990	Biomedical Product Development	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 11:00-13:00 [wks 1 to 13] @ Civil & Mining Engineering | 
2019	BMET5907	Orthopaedic and Surgical Engineering	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 14:00-17:00 [wks 1 to 13] @ Mechanical Engineering | 
2019	BMET5921	Biomedical Engineering Technology 2	Semester 2 (S2C)	ND - Normal Daytime	WC - Westmead, Sydney	 Wed 15:00-17:00 [wks 1 to 3, 5 to 13] @ Westmead Hospital |  Wed 15:00-17:00 [wks 4] @ Westmead Hospital | 
2019	BMET5931	Nanomaterials in Medicine	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Fri 10:00-12:00 [wks 1 to 7, 9 to 13] @ Mechanical Engineering | 
2019	BMET5958	Nanotechnology in Biomedical Engineering	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 09:00-11:00 [wks 1 to 13] @ Mechanical Engineering | 
2019	BMET5962	Introduction to Mechanobiology	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 09:00-11:00 [wks 1 to 13] @ Civil & Mining Engineering | 
2019	BMET5995	Advanced Bionics	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 16:00-19:00 [wks 1 to 13] @ Aeronautical Engineering | 
2019	BMET9660	Biomanufacturing	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 17:00-18:00 [wks 1 to 13] @ Abercrombie Business School |  Fri 12:00-13:00 [wks 1] @ Peter Nicol Russell |  Fri 12:00-13:00 [wks 2 to 7, 9 to 13] @ Peter Nicol Russell | 
2019	BMET9901	Anatomy and Physiology for Engineers	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 14:00-16:00 [wks 1 to 11] @ Eastern Avenue Complex | 
2019	BMET9961	Biomechanics and Biomaterials	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Fri 10:00-12:00 [wks 1 to 13] @ Carslaw | 
2019	BMET9971	Tissue Engineering	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 10:00-12:00 [wks 1 to 13] @ Peter Nicol Russell | 
2019	BMET9981	Applied Biomedical Engineering	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 14:00-17:00 [wks 1 to 13] @ Sydney Nanoscience Hub | 
2019	BMET9990	Biomedical Product Development	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 11:00-13:00 [wks 1 to 13] @ Civil & Mining Engineering | 
2019	BUSS1000	Future of Business	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 12:00-13:30 [wks 1 to 13] @ Abercrombie Business School | 
2019	BUSS1000	Future of Business	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 09:30-11:00 [wks 1 to 13] @ Carslaw | 
2019	BUSS1020	Quantitative Business Analysis	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 16:00-18:00 [wks 1 to 13] @ Merewether | 
2019	BUSS1020	Quantitative Business Analysis	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 14:00-16:00 [wks 1 to 13] @ Abercrombie Business School | 
2019	BUSS1030	Accounting, Business and Society	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 11:00-12:30 [wks 1 to 13] @ Eastern Avenue Complex | 
2019	BUSS1030	Accounting, Business and Society	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 09:00-10:30 [wks 1 to 13] @ Institute | 
2019	BUSS1040	Economics for Business Decision Making	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 13:00-15:00 [wks 1 to 13] @ Abercrombie Business School | 
2019	BUSS1040	Economics for Business Decision Making	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 09:00-11:00 [wks 1 to 13] @ Abercrombie Business School | 
2019	BUSS1331	Future of Business (China Study Tour)	Int July (S2CIJL)	PP - Professional Practice	CC - Camperdown/Darlington, Sydney	 Wed 09:00-18:00 [wks 1] @ ABS Seminar Room 3170                              | 
2019	BUSS2000	Leading and Influencing in Business	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 14:00-16:00 [wks 1, 5, 9, 13] @ Holme Building | 
2019	BUSS2000	Leading and Influencing in Business	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 10:00-12:00 [wks 1, 5, 9, 13] @ Wallace Theatre | 
2019	BUSS2100	Business Placement A (Internship)	Semester 1 (S1C)	PP - Professional Practice	CC - Camperdown/Darlington, Sydney	 Mon 11:00-12:00 [wks 12] @ Quadrangle Building | 
2019	BUSS2100	Business Placement A (Internship)	Semester 2 (S2C)	PP - Professional Practice	CC - Camperdown/Darlington, Sydney	 Tue 11:00-13:00 [wks 1] @ Abercrombie Business School |  Wed 11:00-13:00 [wks 1] @ Abercrombie Business School | 
2019	BUSS2200	Industry Self-Sourced Placement	Semester 2 (S2C)	PP - Professional Practice	CC - Camperdown/Darlington, Sydney	 Wed 12:00-14:00 [wks 1 to 3] @ Abercrombie Business School |  Wed 13:00-15:00 [wks 13] @ Abercrombie Business School | 
2019	BUSS2342	Future of Business (US Study Tour)	Int July (S2CIJL)	PP - Professional Practice	CC - Camperdown/Darlington, Sydney	 Wed 08:00-18:00 [wks 1] @ ABS Seminar Room 3180                              | 
2019	BUSS2502	Europe Industry Placement	Int July (S2CIJL)	PP - Professional Practice	CC - Camperdown/Darlington, Sydney	 Tue 09:00-16:00 [wks -3] @ ABS Case Study Lecture Theatre 1070                | 
2019	BUSS4312	Business Analytics Honours A	Semester 1 (S1C)	BM - Block Mode	CC - Camperdown/Darlington, Sydney	 Tue 10:00-13:00 [wks 1 to 13] @ in Physics Road Learning Hub | 
2019	BUSS4313	Business Analytics Honours B	Semester 1 (S1C)	BM - Block Mode	CC - Camperdown/Darlington, Sydney	 Wed 10:00-12:00 [wks 1 to 13] @ Abercrombie Business School |  Wed 13:00-15:00 [wks 1 to 13] @ School of Information Technologies Building | 
2019	BUSS4412	Finance Honours A	Semester 1 (S1C)	BM - Block Mode	CC - Camperdown/Darlington, Sydney	 Tue 13:00-16:00 [wks 1 to 13] @ Abercrombie Business School | 
2019	BUSS4413	Finance Honours B	Semester 1 (S1C)	BM - Block Mode	CC - Camperdown/Darlington, Sydney	 Thu 10:00-13:00 [wks 1 to 13] @ Abercrombie Business School | 
2019	BUSS4812	Work and Organisational Studies Honours A	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 10:00-12:00 [wks 1 to 13] @ Abercrombie Business School | 
2019	BUSS4813	Work and Organisational Studies Honours B	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 10:00-12:00 [wks 1 to 13] @ R C Mills | 
2019	BUSS5001	Firms, Markets and Business Management	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 16:30-18:00 [wks 1 to 13] @ Abercrombie Business School | 
2019	BUSS5001	Firms, Markets and Business Management	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 16:30-18:00 [wks 1 to 13] @ Abercrombie Business School | 
2019	BUSS5020	Business Insights	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 17:00-20:00 [wks 1 to 13] @ Eastern Avenue Complex | 
2019	BUSS5020	Business Insights	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 08:00-11:00 [wks 1 to 8, 10 to 13] @ Abercrombie Business School | 
2019	BUSS5080	Succeeding in the Accounting Profession	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 11:00-13:00 [wks 1 to 13] @ Abercrombie Business School | 
2019	BUSS5080	Succeeding in the Accounting Profession	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 11:00-13:00 [wks 1 to 13] @ Abercrombie Business School | 
2019	BUSS5100	Communicating in Business A	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 12:00-13:30 [wks 3 to 13] @ Abercrombie Business School | 
2019	BUSS5100	Communicating in Business A	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 12:00-13:30 [wks 3 to 13] @ Abercrombie Business School | 
2019	BUSS6000	Succeeding in Business	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 18:00-19:00 [wks 1 to 13] @ Abercrombie Business School | 
2019	BUSS6000	Succeeding in Business	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 12:00-13:00 [wks 1 to 8, 10 to 13] @ Abercrombie Business School | 
2019	BUSS6000	Succeeding in Business	Int July (S2CIJL)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 09:00-13:00 [wks 2] @ Institute Lecture Theatre 1                        |  Mon 09:00-12:00 [wks 3] @ Institute Lecture Theatre 1                        |  Mon 13:00-17:00 [wks 2] @ Institute Lecture Theatre 1                        |  Wed 09:00-11:30 [wks 2 to 3] @ Institute Lecture Theatre 1                        |  Fri 09:00-11:30 [wks 2 to 3] @ Institute Lecture Theatre 1                        | 
2019	BUSS6002	Data Science in Business	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 18:00-21:00 [wks 1 to 13] @ Abercrombie Business School | 
2019	BUSS6002	Data Science in Business	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-13:00 [wks 1 to 8, 10 to 13] @ Abercrombie Business School | 
2019	BUSS6101	Elective Option	Semester 1 (S1C)	PP - Professional Practice	CC - Camperdown/Darlington, Sydney	 Mon 09:00-13:00 [wks 9 to 13] @ 133 Castlereagh Street |  Mon 13:00-17:00 [wks 9 to 13] @ 133 Castlereagh Street | 
2019	BUSS6500	Industry Placement	Semester 1 (S1C)	PP - Professional Practice	CC - Camperdown/Darlington, Sydney	 Mon 11:00-12:00 [wks 12] @ Quadrangle Building | 
2019	BUSS6500	Industry Placement	Semester 2 (S2C)	PP - Professional Practice	CC - Camperdown/Darlington, Sydney	 Tue 11:00-13:00 [wks 1] @ Abercrombie Business School |  Wed 11:00-13:00 [wks 1] @ Abercrombie Business School | 
2019	BUSS6504	Europe Industry Placement	Int July (S2CIJL)	PP - Professional Practice	CC - Camperdown/Darlington, Sydney	 Tue 09:00-16:00 [wks -3] @ ABS Case Study Lecture Theatre 1070                | 
2019	BUSS6505	NEXT Innovation	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Fri 14:00-16:00 [wks 1] @ Abercrombie Business School |  Fri 14:00-18:00 [wks 3] @ Abercrombie Business School |  Fri 14:00-18:00 [wks 7] @ Abercrombie Business School | 
2019	BUSS6505	NEXT Innovation	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Fri 14:00-18:00 [wks 1, 4, 6] @ Abercrombie Business School | 
2019	BUSS6514	Industry Self-Sourced Placement	Semester 2 (S2C)	PP - Professional Practice	CC - Camperdown/Darlington, Sydney	 Wed 12:00-14:00 [wks 1 to 3] @ Abercrombie Business School |  Wed 13:00-15:00 [wks 13] @ Abercrombie Business School | 
2019	BUSS7901	Research Design	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 10:30-13:30 [wks 1 to 7] @ See department for room | 
2019	BUSS7902	Quantitative Research Methods	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 09:00-11:00 [wks 1] @ Codrington Building | 
2019	BUSS7902	Quantitative Research Methods	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 09:00-12:00 [wks 1, 7 to 8, 10 to 11, 13] @ Biomedical Building, Australian Technology Park |  Mon 13:00-16:00 [wks 7 to 8, 10] @ Biomedical Building, Australian Technology Park | 
2019	BUSS7903	Qualitative Research Methods	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 14:00-17:00 [wks 1, 4 to 9] @ Abercrombie Business School | 
2019	BUSS7904	Advanced Quantitative Methods	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 09:00-12:00 [wks 6 to 8, 10 to 13] @ Codrington Building |  Mon 14:00-17:00 [wks 6 to 8, 10 to 13] @ Abercrombie Business School | 
2019	BUSS7906	Advanced Qualitative Methods	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Fri 14:00-17:00 [wks 1 to 13] @ Abercrombie Business School | 
2019	BUSS7909	Philosophy of Research	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 09:00-12:00 [wks 1 to 6] @ See department for room | 
2019	BUSS9406	Study Abroad	Int February (S1CIFE)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 09:00-17:00 [wks 4] @ Abercrombie Business School |  Wed 09:00-17:00 [wks 4] @ Abercrombie Business School |  Thu 09:00-17:00 [wks 4] @ Abercrombie Business School | 
2019	CAEL3999	Interdisciplinary Impact	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-11:00 [wks 1 to 13] @ Carslaw | 
2019	CAEL3999	Interdisciplinary Impact	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Fri 10:00-11:00 [wks 1 to 13] @ Peter Nicol Russell | 
2019	CEMS6003	Advanced Strategy	Int August (S2CIAU)	BM - Block Mode	CR - Castelreagh Street, Sydney	 Mon 09:00-13:00 [wks 4 to 8] @ 133 Castlereagh Street |  Mon 13:00-17:00 [wks 4 to 8] @ 133 Castlereagh Street | 
2019	CEMS6004	Global Management Practice	Int March (S1CIMR)	BM - Block Mode	CR - Castelreagh Street, Sydney	 Tue 09:00-13:00 [wks 3 to 7] @ 133 Castlereagh Street |  Tue 13:00-17:00 [wks 3 to 7] @ 133 Castlereagh Street | 
2019	CEMS6006	Chinese Institutions and Business	Int August (S2CIAU)	BM - Block Mode	CR - Castelreagh Street, Sydney	 Mon 08:00-12:00 [wks 5] @ 133 Castlereagh Street |  Mon 12:00-16:00 [wks 5] @ 133 Castlereagh Street |  Mon 16:00-18:00 [wks 5] @ 133 Castlereagh Street |  Tue 08:00-12:00 [wks 5] @ 133 Castlereagh Street |  Tue 12:00-16:00 [wks 5] @ 133 Castlereagh Street |  Tue 16:00-18:00 [wks 5] @ 133 Castlereagh Street |  Wed 08:00-12:00 [wks 5] @ 133 Castlereagh Street |  Wed 12:00-16:00 [wks 5] @ 133 Castlereagh Street |  Wed 16:00-18:00 [wks 5] @ 133 Castlereagh Street |  Thu 08:00-12:00 [wks 5] @ 133 Castlereagh Street |  Thu 12:00-16:00 [wks 5] @ 133 Castlereagh Street |  Thu 16:00-18:00 [wks 5] @ 133 Castlereagh Street |  Fri 08:00-12:00 [wks 4] @ 133 Castlereagh Street |  Fri 08:00-12:00 [wks 5] @ 133 Castlereagh Street |  Fri 12:00-16:00 [wks 4] @ 133 Castlereagh Street |  Fri 12:00-16:00 [wks 5] @ 133 Castlereagh Street |  Fri 16:00-18:00 [wks 4] @ 133 Castlereagh Street |  Fri 16:00-18:00 [wks 5] @ 133 Castlereagh Street |  Sun 08:00-12:00 [wks 4] @ 133 Castlereagh Street |  Sun 12:00-16:00 [wks 4] @ 133 Castlereagh Street |  Sun 16:00-18:00 [wks 4] @ 133 Castlereagh Street | 
2019	CEMS6007	Chinese for Business	Semester 1 (S1C)	ND - Normal Daytime	CR - Castelreagh Street, Sydney	 Tue 18:00-21:00 [wks 4 to 15] @ 133 Castlereagh Street |  Fri 09:00-12:00 [wks 5 to 7, 9 to 15] @ 133 Castlereagh Street | 
2019	CEMS6007	Chinese for Business	Semester 2 (S2C)	ND - Normal Daytime	CR - Castelreagh Street, Sydney	 Mon 18:00-21:00 [wks 2 to 8, 10 to 15] @ 133 Castlereagh Street |  Thu 18:00-21:00 [wks 2 to 15] @ 133 Castlereagh Street | 
2019	CEPI5310	Advanced Statistical Modelling	Semester 1 (S1C)	NE - Normal Evening	CC - Camperdown/Darlington, Sydney	 Wed 17:00-19:00 [wks 1 to 13] @ Edward Ford | 
2019	CEPI5310	Advanced Statistical Modelling	Semester 1 (S1C)	OL - Online	CC - Camperdown/Darlington, Sydney	 Wed 17:00-19:00 [wks 1 to 13] @ Edward Ford | 
2019	CHEM2401	Molecular Reactivity and Spectroscopy	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 12:00-13:00 [wks 1 to 13] @ Chemistry |  Tue 12:00-13:00 [wks 1 to 13] @ Chemistry |  Thu 12:00-13:00 [wks 1 to 13] @ Chemistry | 
2019	CHEM2402	Chemical Structure and Stability	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 12:00-13:00 [wks 1 to 8, 10 to 13] @ Chemistry | 
2019	CHEM2403	Chemistry of Biological Molecules	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 11:00-12:00 [wks 1 to 13] @ Chemistry |  Thu 11:00-12:00 [wks 1 to 13] @ Chemistry |  Fri 12:00-13:00 [wks 1 to 13] @ Chemistry | 
2019	CHEM2404	Forensic and Environmental Chemistry	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 11:00-12:00 [wks 1 to 13] @ Chemistry |  Wed 12:00-13:00 [wks 1 to 13] @ Chemistry |  Fri 12:00-13:00 [wks 1 to 7, 9 to 13] @ Chemistry | 
2019	CHEM2911	Molecular Reactivity and Spectroscopy Adv	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 12:00-13:00 [wks 1 to 13] @ Chemistry |  Tue 12:00-13:00 [wks 1 to 13] @ Chemistry |  Thu 12:00-13:00 [wks 1 to 13] @ Chemistry | 
2019	CHEM2912	Chemical Structure and Stability (Adv)	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 12:00-13:00 [wks 1 to 8, 10 to 13] @ Chemistry | 
2019	CHEM2915	Molecular Reactivity and Spectroscopy SSP	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 12:00-13:00 [wks 1 to 13] @ Chemistry |  Tue 12:00-13:00 [wks 1 to 13] @ Chemistry |  Thu 12:00-13:00 [wks 1 to 13] @ Chemistry | 
2019	CHEM2916	Chemical Structure and Stability (SSP)	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 12:00-13:00 [wks 1 to 8, 10 to 13] @ Chemistry | 
2019	CHEM3110	Biomolecules: Properties and Reactions	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 12:00-13:00 [wks 1 to 13] @ Chemistry |  Thu 12:00-13:00 [wks 1 to 13] @ Chemistry | 
2019	CHEM3111	Organic Structure and Reactivity	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-11:00 [wks 1 to 13] @ Chemistry |  Tue 10:00-11:00 [wks 1 to 13] @ Chemistry | 
2019	CHEM3112	Materials Chemistry	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 11:00-12:00 [wks 1 to 13] @ Chemistry |  Fri 11:00-12:00 [wks 1 to 7, 9 to 13] @ Chemistry | 
2019	CHEM3113	Catalysis and Sustainable Processes	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 10:00-11:00 [wks 1 to 13] @ Chemistry |  Fri 10:00-11:00 [wks 1 to 7, 9 to 13] @ Chemistry | 
2019	CHEM3114	Metal Complexes: Medicine and Materials	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 11:00-12:00 [wks 1 to 8, 10 to 13] @ Chemistry |  Fri 10:00-11:00 [wks 1 to 13] @ Chemistry | 
2019	CHEM3115	Synthetic Medicinal Chemistry	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-11:00 [wks 1 to 8, 10 to 13] @ Chemistry |  Tue 10:00-11:00 [wks 1 to 13] @ Chemistry | 
2019	CHEM3116	Membranes, Self Assembly and Surfaces	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 11:00-12:00 [wks 1 to 13] @ Chemistry |  Fri 11:00-12:00 [wks 1 to 13] @ Chemistry | 
2019	CHEM3117	Molecular Spectroscopy and Quantum Theory	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 10:00-11:00 [wks 1 to 13] @ Chemistry |  Thu 10:00-11:00 [wks 1 to 13] @ Chemistry | 
2019	CHEM3910	Biomolecules: Properties and Reactions Adv	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 12:00-13:00 [wks 1 to 13] @ Chemistry |  Thu 12:00-13:00 [wks 1 to 13] @ Chemistry | 
2019	CHEM3911	Organic Structure and Reactivity (Adv)	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-11:00 [wks 1 to 13] @ Chemistry |  Tue 10:00-11:00 [wks 1 to 13] @ Chemistry | 
2019	CHEM3912	Materials Chemistry (Adv)	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 11:00-12:00 [wks 1 to 13] @ Chemistry |  Fri 11:00-12:00 [wks 1 to 7, 9 to 13] @ Chemistry | 
2019	CHEM3913	Catalysis and Sustainable Process (Adv)	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 10:00-11:00 [wks 1 to 13] @ Chemistry |  Fri 10:00-11:00 [wks 1 to 7, 9 to 13] @ Chemistry | 
2019	CHEM3914	Metal Complexes: Medic. and Mater. (Adv)	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 11:00-12:00 [wks 1 to 8, 10 to 13] @ Chemistry |  Fri 10:00-11:00 [wks 1 to 13] @ Chemistry | 
2019	CHEM3915	Synthetic Medicinal Chemistry (Adv)	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-11:00 [wks 1 to 8, 10 to 13] @ Chemistry |  Tue 10:00-11:00 [wks 1 to 13] @ Chemistry | 
2019	CHEM3916	Membranes, Self Assembly and Surfaces(Adv)	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 11:00-12:00 [wks 1 to 13] @ Chemistry |  Fri 11:00-12:00 [wks 1 to 13] @ Chemistry | 
2019	CHEM3917	Mol. Spectroscopy and Quantum Theory (Adv)	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 10:00-11:00 [wks 1 to 13] @ Chemistry |  Thu 10:00-11:00 [wks 1 to 13] @ Chemistry | 
2019	CHEM4014	Chemistry Honours D	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 09:00-10:00 [wks 1 to 8] @ Sydney Nanoscience Hub | 
2019	CHNG1103	Conservation of Mass and Energy	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 12:00-14:00 [wks 1 to 8, 10 to 13] @ Abercrombie Business School | 
2019	CHNG1108	Introduction to Chemical Engineering	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 11:00-12:00 [wks 1 to 13] @ Chemical Engineering | 
2019	CHNG2801	Fluid Mechanics	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 11:00-13:00 [wks 1 to 13] @ Peter Nicol Russell | 
2019	CHNG2802	Applied Maths for Chemical Engineers	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 09:00-11:00 [wks 1 to 13] @ Chemical Engineering |  Fri 09:00-11:00 [wks 1 to 7, 9 to 13] @ Chemical Engineering | 
2019	CHNG2803	Heat and Mass Transfer	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 14:00-16:00 [wks 1 to 13] @ Peter Nicol Russell |  Wed 14:00-15:00 [wks 1 to 13] @ Peter Nicol Russell | 
2019	CHNG2804	Chemical Engineering Thermodynamics	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 11:00-13:00 [wks 1 to 8, 10 to 13] @ Civil & Mining Engineering |  Thu 09:00-11:00 [wks 1 to 13] @ Civil & Mining Engineering | 
2019	CHNG2805	Engineering for a Sustainable Society	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 09:00-11:00 [wks 1 to 8, 10 to 13] @ Civil & Mining Engineering | 
