Academic Year	UoS Code	Uos Name	Session	Delivery Mode	Campus
2019	GEOS3920	Urban Citizenship and Sustainability (Adv)	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 10:00-12:00 [wks 1 to 13] @ R M C Gunn | 
2019	GEOS3924	Global Development and Livelihoods (Adv)	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 14:00-16:00 [wks 1 to 13] @ Quadrangle Building | 
2019	GEOS3933	Geog. Concepts, Skills and Methods (Adv)	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 09:00-11:00 [wks 1 to 13] @ Madsen | 
2019	GEOS5501	Human Rights and the Environment	Semester 2a (S2CRA)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 14:00-16:00 [wks 1 to 7] @ Eastern Avenue Complex |  Wed 16:00-18:00 [wks 1 to 7] @ Carslaw | 
2019	GOVT1601	Contemp Issues in Pols and Int Relations I	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 13:00-15:00 [wks 1 to 13] @ Physics | 
2019	GOVT1601	Contemp Issues in Pols and Int Relations I	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 15:00-17:00 [wks 1 to 8, 10 to 13] @ Quadrangle Building | 
2019	GOVT1621	Introduction to International Relations	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 12:00-14:00 [wks 1 to 13] @ Social Sciences Building | 
2019	GOVT1641	Introduction to Politics	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 13:00-15:00 [wks 1 to 13] @ Eastern Avenue Complex | 
2019	GOVT1641	Introduction to Politics	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 14:00-16:00 [wks 1 to 13] @ Holme Building | 
2019	GOVT1661	Politics and Popular Culture	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 10:00-12:00 [wks 1 to 13] @ Bosch 1A | 
2019	GOVT1661	Politics and Popular Culture	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 10:00-12:00 [wks 1 to 13] @ Carslaw | 
2019	GOVT2111	Human Rights and Australian Politics	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 10:00-12:00 [wks 1 to 13] @ Carslaw | 
2019	GOVT2112	Modern Political Thought	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 11:00-13:00 [wks 1 to 13] @ Wilkinson | 
2019	GOVT2117	Comparative Politics	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-12:00 [wks 1 to 8, 10 to 13] @ in Physics Road Learning Hub | 
2019	GOVT2119	Southeast Asia: Dilemmas of Development	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 09:00-11:00 [wks 1 to 8, 10 to 13] @ Abercrombie Business School | 
2019	GOVT2120	New Zealand and Pacific Politics	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 14:00-15:00 [wks 1 to 13] @ Carslaw | 
2019	GOVT2225	International Security in 21st Century	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 09:00-11:00 [wks 1 to 13] @ Social Sciences Building | 
2019	GOVT2226	International Organisations	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 10:00-12:00 [wks 1 to 13] @ Eastern Avenue Complex | 
2019	GOVT2228	Environmental Politics	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 13:00-15:00 [wks 1 to 13] @ Social Sciences Building | 
2019	GOVT2603	Media Politics and Political Communication	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 14:00-15:00 [wks 1 to 8, 10 to 13] @ Institute |  Tue 12:00-13:00 [wks 1 to 13] @ Veterinary Science Conference Centre | 
2019	GOVT2617	Introduction to Non-Traditional Security	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 15:00-17:00 [wks 1 to 13] @ John Woolley | 
2019	GOVT2901	Contemp Issues in Pols and Int Relations II	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 13:00-14:00 [wks 1 to 13] @ Heydon-Laurence | 
2019	GOVT2901	Contemp Issues in Pols and Int Relations II	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 13:00-14:00 [wks 1 to 8, 10 to 13] @ New Law Annexe | 
2019	GOVT2921	Intermediate International Relations	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 14:00-16:00 [wks 1 to 13] @ Carslaw | 
2019	GOVT2921	Intermediate International Relations	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 12:00-14:00 [wks 1 to 13] @ Social Sciences Building | 
2019	GOVT2941	Making Policy in Political Context	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 11:00-13:00 [wks 1 to 13] @ Quadrangle Building | 
2019	GOVT2941	Making Policy in Political Context	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 15:00-17:00 [wks 1 to 8, 10 to 13] @ Carslaw | 
2019	GOVT2991	Political Analysis	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 15:00-17:00 [wks 1 to 13] @ Bosch 1A | 
2019	GOVT2991	Political Analysis	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 14:00-16:00 [wks 1 to 13] @ Social Sciences Building | 
2019	GOVT3622	Politics of Intl Economic Relations	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 10:00-12:00 [wks 1 to 13] @ Pharmacy | 
2019	GOVT3625	Global Health, Politics and Security	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 10:00-12:00 [wks 1 to 13] @ Institute | 
2019	GOVT3631	Politics of the Global South	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Fri 10:00-12:00 [wks 1 to 7, 9 to 13] @ New Law Annexe | 
2019	GOVT3641	Government, Business and Society	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 14:00-16:00 [wks 1 to 8, 10 to 13] @ R C Mills | 
2019	GOVT3651	Politics of China	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 14:00-16:00 [wks 1 to 8, 10 to 13] @ in Physics Road Learning Hub | 
2019	GOVT3652	Environmental Politics in Australia	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 12:00-14:00 [wks 1 to 13] @ Quadrangle Building | 
2019	GOVT3653	The Australian Political Party System	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 12:00-14:00 [wks 1 to 13] @ Education Building | 
2019	GOVT3654	Capitalism and Democracy in East Asia	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 14:00-16:00 [wks 1 to 8, 10 to 13] @ Civil & Mining Engineering | 
2019	GOVT3664	Key Concepts in Political Thought	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 09:00-10:00 [wks 1 to 13] @ Abercrombie Business School |  Tue 12:00-13:00 [wks 1 to 13] @ Abercrombie Business School | 
2019	GOVT3671	Australian Foreign and Security Policy	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 12:00-14:00 [wks 1 to 13] @ Mechanical Engineering | 
2019	GOVT3672	American Politics and Foreign Policy	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 10:00-12:00 [wks 1 to 13] @ J D Stewart | 
2019	GOVT3900	Interdisciplinary Impact	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-11:00 [wks 1 to 13] @ Carslaw | 
2019	GOVT3900	Interdisciplinary Impact	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Fri 10:00-11:00 [wks 1 to 13] @ Peter Nicol Russell | 
2019	GOVT3901	Digital Politics	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-12:00 [wks 1 to 13] @ Social Sciences Building | 
2019	GOVT3980	Democracy and Dictatorship	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 15:00-17:00 [wks 1 to 13] @ Carslaw | 
2019	GOVT3986	Gender, Security and Human Rights	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 10:00-12:00 [wks 1 to 13] @ Social Sciences Building | 
2019	GOVT3987	Comparative Public Sector Management	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 15:00-17:00 [wks 1 to 13] @ Wilkinson | 
2019	GOVT3988	Globalisation, Governance and the State	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 14:00-16:00 [wks 1 to 13] @ Quadrangle Building | 
2019	GOVT3989	Divided Societies	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-12:00 [wks 1 to 8, 10 to 13] @ Abercrombie Business School | 
2019	GOVT3990	Islam and Democracy in the Muslim World	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-12:00 [wks 1 to 13] @ John Woolley | 
2019	GOVT3993	Power	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 10:00-12:00 [wks 1 to 13] @ Old Teachers College | 
2019	GOVT3995	Politics and Environment: Current Issues	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-12:00 [wks 1 to 8, 10 to 13] @ J D Stewart | 
2019	GOVT3997	Parliament and Democracy	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 14:00-16:00 [wks 1 to 13] @ Quadrangle Building | 
2019	GOVT3998	Aboriginal and TSI Politics and Policy	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Fri 11:00-13:00 [wks 1 to 13] @ Social Sciences Building | 
2019	GOVT3999	Terrorism and Organised Crime	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 11:00-13:00 [wks 1 to 13] @ Physics | 
2019	GOVT6116	International Organisations	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 16:00-17:00 [wks 1 to 13] @ New Law Annexe | 
2019	GOVT6119	International Security	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 12:00-13:00 [wks 1 to 13] @ Abercrombie Business School | 
2019	GOVT6123	Globalisation and Governance	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 16:00-17:00 [wks 1 to 13] @ New Law Annexe | 
2019	GOVT6147	Foundations of International Relations	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 16:00-17:00 [wks 1 to 13] @ New Law Annexe | 
2019	GOVT6301	Public Sector Ethics and Corruption	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 18:00-19:00 [wks 1 to 13] @ New Law Annexe | 
2019	GOVT6311	Issues in Public Policy	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 18:00-20:00 [wks 1 to 13] @ New Law Annexe | 
2019	GOVT6331	Public Management and Governance	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 18:00-20:00 [wks 1 to 13] @ Education Building | 
2019	GOVT6331	Public Management and Governance	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 17:00-18:00 [wks 1 to 13] @ Education Building | 
2019	GOVT6357	International Policy Making	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 17:00-18:00 [wks 1 to 13] @ New Law Annexe | 
2019	GRKA1600	Introduction to Ancient Greek 1	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 09:00-10:00 [wks 1 to 13] @ New Law Annexe |  Tue 09:00-10:00 [wks 1 to 13] @ Quadrangle Building |  Wed 09:00-10:00 [wks 1 to 13] @ Quadrangle Building | 
2019	GRKA1601	Introduction to Ancient Greek 2	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 11:00-12:00 [wks 1 to 8, 10 to 13] @ Abercrombie Business School |  Wed 11:00-12:00 [wks 1 to 13] @ Old Teachers College | 
2019	GRKA2600	Intermediate Greek 1	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 11:00-12:00 [wks 1 to 6] @ Education Building |  Mon 11:00-12:00 [wks 7 to 8] @ Heydon-Laurence |  Mon 11:00-12:00 [wks 9 to 13] @ Education Building |  Tue 11:00-12:00 [wks 1 to 13] @ Eastern Avenue Complex |  Wed 11:00-12:00 [wks 1 to 13] @ Badham | 
2019	GRKA2601	Intermediate Greek 2	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 09:00-10:00 [wks 1 to 8, 10 to 13] @ Education Building |  Tue 09:00-10:00 [wks 1 to 13] @ Education Building |  Thu 09:00-10:00 [wks 1 to 13] @ Education Building | 
2019	GRKA2620	Learn to Read Ancient Greek 1	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 09:00-10:00 [wks 1 to 13] @ New Law Annexe |  Tue 09:00-10:00 [wks 1 to 13] @ Quadrangle Building |  Wed 09:00-10:00 [wks 1 to 13] @ Quadrangle Building | 
2019	GRKA2621	Learn to Read Ancient Greek 2	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 11:00-12:00 [wks 1 to 8, 10 to 13] @ Abercrombie Business School |  Wed 11:00-12:00 [wks 1 to 13] @ Old Teachers College | 
2019	GRKA3999	Interdisciplinary Impact	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-11:00 [wks 1 to 13] @ Carslaw | 
2019	GRKA7001	Classical Greek for Postgraduates I	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 09:00-10:00 [wks 1 to 13] @ New Law Annexe |  Tue 09:00-10:00 [wks 1 to 13] @ Quadrangle Building |  Wed 09:00-10:00 [wks 1 to 13] @ Quadrangle Building | 
2019	GRKA7002	Classical Greek for Postgraduates II	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 11:00-12:00 [wks 1 to 8, 10 to 13] @ Abercrombie Business School |  Wed 11:00-12:00 [wks 1 to 13] @ Old Teachers College | 
2019	GRMN2643	Teaching and Learning Methods in German	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 15:00-17:00 [wks 1 to 13] @ in Physics Road Learning Hub | 
2019	GRMN3999	Interdisciplinary Impact	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-11:00 [wks 1 to 13] @ Carslaw | 
2019	GRMN3999	Interdisciplinary Impact	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Fri 10:00-11:00 [wks 1 to 13] @ Peter Nicol Russell | 
2019	HBRW1111	Introduction to Biblical Hebrew 1	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 10:00-12:00 [wks 1 to 3] @ Education Building |  Wed 10:00-12:00 [wks 4 to 13] @ Bosch 1A | 
2019	HBRW1112	Introduction to Biblical Hebrew 2	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 10:00-12:00 [wks 1 to 13] @ John Woolley |  Thu 10:00-12:00 [wks 1 to 13] @ in Physics Road Learning Hub | 
2019	HBRW2631	Reading Hebrew 1	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 10:00-12:00 [wks 1 to 3] @ Education Building |  Wed 10:00-12:00 [wks 4 to 13] @ Bosch 1A | 
2019	HBRW2632	Reading Hebrew 2	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 10:00-12:00 [wks 1 to 13] @ John Woolley |  Thu 10:00-12:00 [wks 1 to 13] @ in Physics Road Learning Hub | 
2019	HBRW2651	Syriac 1	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 11:00-13:00 [wks 1 to 13] @ Education Building | 
2019	HBRW3653	Syriac 3	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 11:00-13:00 [wks 1 to 13] @ Quadrangle Building | 
2019	HBRW3654	Syriac 4	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 11:00-13:00 [wks 1 to 13] @ Education Building | 
2019	HBRW3999	Interdisciplinary Impact	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-11:00 [wks 1 to 13] @ Carslaw | 
2019	HBRW3999	Interdisciplinary Impact	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Fri 10:00-11:00 [wks 1 to 13] @ Peter Nicol Russell | 
2019	HORT3005	Production Horticulture	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-12:00 [wks 1 to 13] @ Biomedical Building, Australian Technology Park |  Fri 08:00-18:30 [wks 2] @ In The Field | 
2019	HPSC1001	What is this Thing Called Science?	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 11:00-12:00 [wks 1 to 8, 10 to 13] @ Charles Perkins Centre |  Tue 11:00-12:00 [wks 1 to 13] @ Holme Building | 
2019	HPSC1901	What is this Thing Called Science? (Adv)	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 11:00-12:00 [wks 1 to 8, 10 to 13] @ Charles Perkins Centre |  Tue 11:00-12:00 [wks 1 to 13] @ Holme Building | 
2019	HPSC2011	Science, Ethics and Society	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 14:00-15:00 [wks 1 to 13] @ Carslaw |  Thu 14:00-15:00 [wks 1 to 13] @ Heydon-Laurence | 
2019	HPSC2100	The Birth of Modern Science	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 10:00-12:00 [wks 1 to 13] @ Carslaw | 
2019	HPSC2101	What Is This Thing Called Science?	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 11:00-12:00 [wks 1 to 8, 10 to 13] @ Charles Perkins Centre |  Tue 11:00-12:00 [wks 1 to 13] @ Holme Building | 
2019	HPSC2900	The Birth of Modern Science (Advanced)	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 10:00-12:00 [wks 1 to 13] @ Carslaw | 
2019	HPSC2901	What Is This Thing Called Science? (Adv)	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 11:00-12:00 [wks 1 to 8, 10 to 13] @ Charles Perkins Centre |  Tue 11:00-12:00 [wks 1 to 13] @ Holme Building | 
2019	HPSC3107	Science, Ethics and Society	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 14:00-15:00 [wks 1 to 13] @ Carslaw |  Thu 14:00-15:00 [wks 1 to 13] @ Heydon-Laurence | 
2019	HPSC4102	History of Science	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 10:00-14:00 [wks 1 to 13] @ See department for room | 
2019	HRTD6916	Human Rights Simulation	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 17:00-18:30 [wks 1 to 13] @ Education Building | 
2019	HSTO3003	Cells and Development: Theory	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 11:00-13:00 [wks 1 to 13] @ Carslaw |  Thu 10:00-13:00 [wks 1 to 13] @ Education Building | 
2019	HSTY1001	History Workshop	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 13:00-14:00 [wks 1 to 13] @ Holme Building | 
2019	HSTY1002	Age of Empires	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 10:00-12:00 [wks 1 to 13] @ Chemistry | 
2019	HSTY1003	Forging of the Modern World	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-12:00 [wks 1 to 8, 10 to 13] @ Quadrangle Building | 
2019	HSTY1004	History Workshop: Premodern	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 13:00-14:00 [wks 1 to 13] @ Carslaw | 
2019	HSTY1005	History Workshop: Modern/Contemporary	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 13:00-14:00 [wks 1 to 13] @ Carslaw | 
2019	HSTY1006	History Workshop: Americas	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 13:00-14:00 [wks 1 to 13] @ Holme Building | 
2019	HSTY1007	History Workshop: Europe	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 13:00-14:00 [wks 1 to 13] @ Holme Building | 
2019	HSTY2608	European Film and History	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 16:00-17:00 [wks 1 to 13] @ Education Building | 
2019	HSTY2609	African-American History and Culture	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 13:00-15:00 [wks 1 to 13] @ Carslaw | 
2019	HSTY2631	Sin City? A History of Sydney	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 14:00-15:00 [wks 1 to 8, 10 to 13] @ Carslaw |  Tue 14:00-15:00 [wks 1 to 13] @ Quadrangle Building | 
2019	HSTY2648	Australian History on Screen	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 16:00-17:00 [wks 1 to 13] @ Abercrombie Business School | 
2019	HSTY2652	Genocide in Historical Perspective	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 12:00-14:00 [wks 1 to 13] @ Quadrangle Building | 
2019	HSTY2656	A House Divided: The American Civil War	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 13:00-15:00 [wks 1 to 13] @ Carslaw | 
2019	HSTY2659	American Slavery	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 09:00-10:00 [wks 1 to 13] @ Education Building |  Thu 09:00-10:00 [wks 1 to 13] @ Abercrombie Business School | 
2019	HSTY2677	Australia: Politics and Nation	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 14:00-16:00 [wks 1 to 13] @ Education Building | 
2019	HSTY2681	Colonialism in Modern Asia	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 14:00-16:00 [wks 1 to 13] @ Old Teachers College | 
2019	HSTY2703	Convicts and Capitalists	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-11:00 [wks 1 to 13] @ Old Teachers College |  Tue 15:00-16:00 [wks 1 to 13] @ Education Building | 
2019	HSTY2709	The Chinese World	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 09:00-11:00 [wks 1 to 3] @ Old Teachers College |  Thu 09:00-11:00 [wks 4 to 13] @ Carslaw | 
2019	HSTY2710	Renaissance and Reformation	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 13:00-15:00 [wks 1 to 13] @ Carslaw | 
2019	HSTY2711	Revolutionary Europe 1780-1920	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 10:00-12:00 [wks 1 to 13] @ Physics | 
2019	HSTY3700	The East is Red: China 1949-1997	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 15:00-16:00 [wks 1 to 13] @ R M C Gunn |  Wed 16:00-17:00 [wks 1 to 13] @ R M C Gunn | 
2019	HSTY3702	Century of Crisis? England 1603-1688	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 15:00-16:00 [wks 1 to 8, 10 to 13] @ Mechanical Engineering |  Wed 10:00-11:00 [wks 1 to 13] @ Abercrombie Business School | 
2019	HSTY3704	American Indian Holocaust?	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 14:00-17:00 [wks 1 to 13] @ Quadrangle Building | 
2019	HSTY3705	Reconquest? A history of medieval Spain	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 14:00-16:00 [wks 1 to 13] @ Quadrangle Building | 
2019	HSTY3706	Venice Floating City: Myth and History	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 10:00-12:00 [wks 1 to 13] @ Civil & Mining Engineering | 
2019	HSTY3707	France 1500-1800	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 15:00-16:00 [wks 1 to 13] @ R C Mills |  Thu 15:00-16:00 [wks 1 to 13] @ Carslaw | 
2019	HSTY3708	Australia: Environmental History	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-12:00 [wks 1 to 8, 10 to 13] @ New Law Annexe | 
2019	HSTY3710	Contemporary Europe	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 12:00-14:00 [wks 1 to 8, 10 to 13] @ Old Teachers College | 
2019	HSTY3902	History Beyond the Classroom	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 14:00-16:00 [wks 1 to 13] @ in Physics Road Learning Hub | 
2019	HSTY3999	Interdisciplinary Impact	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-11:00 [wks 1 to 13] @ Carslaw | 
2019	HSTY3999	Interdisciplinary Impact	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Fri 10:00-11:00 [wks 1 to 13] @ Peter Nicol Russell | 
